DonationID,AlumniID,DonationAmount,DonationType,DonationMethod,DonationDate,Purpose,IsAnonymous,TaxDeductible,RecurringFrequency,Status
DON001044,ALM02671,418,Recurring Monthly,Stock,2025-02-03,Research,False,True,Quarterly,Pending
DON001045,ALM00298,189,Pledge,Wire Transfer,2024-10-15,General Fund,False,True,,Completed
DON001046,ALM02575,261,In-Kind,Stock,2024-10-07,Research,False,True,,Completed
DON001047,ALM03076,363,One-Time Gift,Stock,2023-12-10,Infrastructure,False,True,Quarterly,Pending
DON001048,ALM00494,250000,In-Kind,Wire Transfer,2024-02-04,Scholarship,False,True,,Completed
DON001049,ALM00334,389,Recurring Monthly,Check,2024-03-21,Research,False,True,,Completed
DON001050,ALM01239,126,Major Gift,Wire Transfer,2025-02-02,Scholarship,False,True,Monthly,Completed
DON001051,ALM03018,417,Pledge,Bank Transfer,2023-11-10,General Fund,False,True,,Completed
DON001052,ALM03387,10000,Recurring Monthly,Wire Transfer,2025-07-16,General Fund,False,True,,Completed
DON001053,ALM03110,125,Major Gift,Check,2025-08-31,Scholarship,False,True,,Completed
DON001054,ALM00071,250000,Major Gift,Wire Transfer,2025-09-11,Research,False,True,,Completed
DON001055,ALM00666,182,Major Gift,Bank Transfer,2025-09-04,Scholarship,False,True,,Declined
DON001056,ALM02497,25000,One-Time Gift,Stock,2025-10-09,Research,True,True,,Completed
DON001057,ALM00827,50000,One-Time Gift,Stock,2025-03-23,Research,False,True,,Completed
DON001058,ALM02612,10000,Major Gift,Credit Card,2025-07-03,Research,False,True,,Completed
DON001059,ALM02619,65,Recurring Monthly,Check,2025-09-06,Infrastructure,False,True,,Pending
DON001060,ALM02959,250000,One-Time Gift,Wire Transfer,2023-12-15,Infrastructure,False,True,,Completed
DON001061,ALM03487,100000,Major Gift,Bank Transfer,2025-08-01,Scholarship,False,True,Quarterly,Completed
DON001062,ALM02979,185,Recurring Monthly,Wire Transfer,2025-08-12,General Fund,False,True,Annual,Completed
DON001063,ALM03041,459,Recurring Monthly,Wire Transfer,2024-01-13,Scholarship,False,True,,Completed
DON001064,ALM01772,100000,Pledge,Check,2024-07-07,General Fund,False,True,,Completed
DON001065,ALM02196,100000,In-Kind,Check,2024-12-28,Research,False,True,,Completed
DON001066,ALM02563,328,Recurring Monthly,Check,2024-01-21,General Fund,False,True,,Pending
DON001067,ALM02755,497,In-Kind,Wire Transfer,2025-03-14,General Fund,False,True,,Completed
DON001068,ALM01350,437,Pledge,Credit Card,2024-08-30,Infrastructure,False,True,,Pending
DON001069,ALM02647,108,Major Gift,Credit Card,2023-12-13,Infrastructure,False,True,,Completed
DON001070,ALM02362,321,Recurring Monthly,Stock,2024-02-02,Infrastructure,False,True,,Completed
DON001071,ALM01068,97,Recurring Monthly,Bank Transfer,2024-01-27,Research,True,True,,Completed
DON001072,ALM01923,368,Major Gift,Check,2024-01-22,Endowment,False,True,,Completed
DON001073,ALM01336,250000,One-Time Gift,Credit Card,2024-06-12,Endowment,False,True,,Completed
DON001074,ALM00530,105,One-Time Gift,Wire Transfer,2025-02-02,Endowment,False,True,,Completed
DON001075,ALM03026,71,Major Gift,Credit Card,2024-10-06,Endowment,False,True,,Completed
DON001076,ALM00713,250000,In-Kind,Credit Card,2024-03-02,Infrastructure,False,False,Quarterly,Completed
DON001077,ALM00141,491,Pledge,Check,2024-07-13,Scholarship,False,True,,Completed
DON001078,ALM01624,259,Major Gift,Bank Transfer,2025-09-21,General Fund,False,False,,Completed
DON001079,ALM00116,287,Recurring Monthly,Wire Transfer,2024-10-20,Endowment,False,True,Quarterly,Completed
DON001080,ALM02501,365,Pledge,Bank Transfer,2024-02-28,Scholarship,False,True,,Completed
DON001081,ALM02549,100000,Major Gift,Bank Transfer,2025-03-27,Research,False,True,,Completed
DON001082,ALM01494,50000,Recurring Monthly,Bank Transfer,2025-05-30,Endowment,False,True,,Completed
DON001083,ALM02769,292,In-Kind,Check,2023-11-28,Endowment,False,True,Monthly,Completed
DON001084,ALM02563,194,Recurring Monthly,Credit Card,2024-11-04,Infrastructure,True,True,,Completed
DON001085,ALM00557,50000,One-Time Gift,Check,2024-01-10,Endowment,False,True,Monthly,Completed
DON001086,ALM00979,100000,Major Gift,Wire Transfer,2025-02-01,Research,False,True,,Declined
DON001087,ALM02122,409,In-Kind,Credit Card,2024-11-16,General Fund,False,True,,Completed
DON001088,ALM02591,317,Recurring Monthly,Credit Card,2025-09-11,Scholarship,False,True,,Completed
DON001089,ALM00467,25000,One-Time Gift,Wire Transfer,2024-10-22,General Fund,False,True,,Completed
DON001090,ALM01364,437,Recurring Monthly,Bank Transfer,2023-11-29,General Fund,False,True,,Pending
DON001091,ALM01592,25000,One-Time Gift,Wire Transfer,2024-05-31,Scholarship,False,True,,Completed
DON001092,ALM00547,201,One-Time Gift,Bank Transfer,2025-05-09,Infrastructure,False,True,Annual,Completed
DON001093,ALM01912,25000,Recurring Monthly,Check,2024-04-30,Research,False,True,,Completed
DON001094,ALM01301,153,Recurring Monthly,Check,2024-02-26,Scholarship,False,True,,Completed
DON001095,ALM01740,84,Pledge,Credit Card,2024-03-07,Infrastructure,False,True,,Completed
DON001096,ALM03018,250000,Pledge,Credit Card,2025-05-02,Scholarship,False,True,Quarterly,Completed
DON001097,ALM02210,437,Recurring Monthly,Bank Transfer,2024-10-15,General Fund,False,True,Annual,Completed
DON001098,ALM01047,62,Major Gift,Stock,2025-06-21,Scholarship,False,True,,Completed
DON001099,ALM01420,177,Recurring Monthly,Wire Transfer,2025-08-04,Research,False,True,,Completed
DON001100,ALM00650,237,Major Gift,Credit Card,2024-05-04,Research,False,True,,Completed
DON001101,ALM01835,426,Pledge,Credit Card,2024-03-19,Infrastructure,False,True,Quarterly,Completed
DON001102,ALM02793,311,Recurring Monthly,Stock,2024-04-02,Research,False,True,,Completed
DON001103,ALM01538,25000,Pledge,Wire Transfer,2024-03-22,Infrastructure,False,True,Monthly,Completed
DON001104,ALM00102,184,In-Kind,Check,2023-12-04,Endowment,True,True,,Completed
DON001105,ALM03148,292,In-Kind,Wire Transfer,2024-05-22,Scholarship,True,True,,Completed
DON001106,ALM02922,243,Major Gift,Credit Card,2024-01-16,General Fund,False,True,,Completed
DON001107,ALM01587,250000,Recurring Monthly,Stock,2024-03-08,Infrastructure,False,True,,Completed
DON001108,ALM01660,329,Pledge,Credit Card,2024-05-17,Infrastructure,True,True,Quarterly,Completed
DON001109,ALM01287,50000,In-Kind,Stock,2025-01-21,Infrastructure,False,True,,Completed
DON001110,ALM02934,406,Pledge,Bank Transfer,2024-05-30,Infrastructure,False,True,Monthly,Completed
DON001111,ALM02071,100000,In-Kind,Stock,2025-05-01,Research,False,True,Annual,Pending
DON001112,ALM03195,390,Recurring Monthly,Credit Card,2024-12-19,Research,False,True,,Completed
DON001113,ALM03084,370,Major Gift,Wire Transfer,2024-10-16,Research,False,True,,Completed
DON001114,ALM02573,156,Pledge,Wire Transfer,2025-04-24,Scholarship,True,True,,Completed
DON001115,ALM01283,481,In-Kind,Bank Transfer,2024-05-01,Infrastructure,False,True,Annual,Completed
DON001116,ALM00811,100000,Recurring Monthly,Wire Transfer,2025-07-14,Research,False,True,,Completed
DON001117,ALM03448,359,Pledge,Bank Transfer,2024-12-24,Infrastructure,False,True,,Completed
DON001118,ALM00716,240,In-Kind,Check,2025-05-14,Endowment,False,True,,Completed
DON001119,ALM01161,25000,Recurring Monthly,Stock,2025-04-09,Infrastructure,False,True,Quarterly,Pending
DON001120,ALM02664,98,Recurring Monthly,Wire Transfer,2024-05-08,Infrastructure,False,True,,Completed
DON001121,ALM02158,67,Pledge,Wire Transfer,2024-11-26,Scholarship,False,True,Quarterly,Completed
DON001122,ALM01029,201,Recurring Monthly,Wire Transfer,2025-08-04,Research,False,True,Quarterly,Completed
DON001123,ALM00968,10000,Major Gift,Stock,2024-12-18,Infrastructure,False,True,,Completed
DON001124,ALM01765,184,Recurring Monthly,Credit Card,2024-11-16,Scholarship,True,True,Quarterly,Completed
DON001125,ALM00789,375,Pledge,Check,2024-02-18,Research,False,True,Monthly,Completed
DON001126,ALM02481,10000,Major Gift,Credit Card,2025-04-06,Infrastructure,False,True,Quarterly,Completed
DON001127,ALM03038,10000,Pledge,Credit Card,2025-06-07,Research,False,True,,Completed
DON001128,ALM01165,196,In-Kind,Credit Card,2025-10-31,Infrastructure,True,True,,Completed
DON001129,ALM02756,352,Major Gift,Credit Card,2024-09-09,Infrastructure,False,True,,Completed
DON001130,ALM03227,250000,Pledge,Stock,2024-10-20,Endowment,False,True,,Completed
DON001131,ALM01123,206,Major Gift,Credit Card,2024-12-10,Scholarship,False,True,,Completed
DON001132,ALM02960,286,Recurring Monthly,Bank Transfer,2025-10-17,Scholarship,False,True,,Declined
DON001133,ALM01996,154,One-Time Gift,Wire Transfer,2024-11-26,General Fund,False,True,,Completed
DON001134,ALM00354,354,Major Gift,Stock,2025-02-18,General Fund,False,False,Monthly,Completed
DON001135,ALM02187,100000,Major Gift,Wire Transfer,2025-09-08,General Fund,False,True,,Completed
DON001136,ALM02906,112,One-Time Gift,Stock,2024-03-12,Infrastructure,False,True,,Completed
DON001137,ALM03292,235,Recurring Monthly,Bank Transfer,2023-12-21,Infrastructure,False,True,,Completed
DON001138,ALM03365,469,In-Kind,Wire Transfer,2025-07-15,Infrastructure,True,True,,Completed
DON001139,ALM02856,191,In-Kind,Bank Transfer,2024-11-10,Endowment,False,True,,Completed
DON001140,ALM01889,100000,Pledge,Check,2025-07-21,Scholarship,False,False,,Completed
DON001141,ALM00342,271,One-Time Gift,Wire Transfer,2024-01-13,Scholarship,False,True,,Completed
DON001142,ALM01453,100000,Major Gift,Stock,2024-05-27,Scholarship,False,True,,Completed
DON001143,ALM01083,62,In-Kind,Wire Transfer,2024-10-05,Infrastructure,False,True,,Completed
DON001144,ALM00515,25000,Recurring Monthly,Stock,2024-04-15,Scholarship,False,False,,Declined
DON001145,ALM00185,50000,Major Gift,Wire Transfer,2024-12-04,General Fund,False,True,,Completed
DON001146,ALM02111,204,Pledge,Stock,2024-04-06,Endowment,False,True,,Completed
DON001147,ALM02526,304,Pledge,Wire Transfer,2023-11-22,Infrastructure,False,True,,Completed
DON001148,ALM00769,414,Recurring Monthly,Wire Transfer,2024-09-20,Scholarship,False,True,,Completed
DON001149,ALM02974,232,Major Gift,Stock,2025-09-13,Research,False,True,,Pending
DON001150,ALM02972,100000,Major Gift,Credit Card,2025-05-16,General Fund,False,True,Annual,Completed
DON001151,ALM02430,425,Major Gift,Stock,2025-01-03,Research,False,True,,Completed
DON001152,ALM03173,309,In-Kind,Stock,2024-09-20,Scholarship,False,True,,Completed
DON001153,ALM03069,293,One-Time Gift,Wire Transfer,2025-08-04,Research,False,True,,Completed
DON001154,ALM00765,77,One-Time Gift,Wire Transfer,2025-07-21,Scholarship,False,True,,Completed
DON001155,ALM00550,25000,Recurring Monthly,Bank Transfer,2023-12-14,Research,False,True,Quarterly,Completed
DON001156,ALM03298,343,One-Time Gift,Bank Transfer,2024-12-29,Research,False,True,Annual,Completed
DON001157,ALM00743,305,Recurring Monthly,Bank Transfer,2024-09-27,Infrastructure,True,True,,Completed
DON001158,ALM02943,161,In-Kind,Stock,2023-12-09,General Fund,False,True,,Completed
DON001159,ALM02978,162,Major Gift,Wire Transfer,2024-04-06,Scholarship,False,True,,Completed
DON001160,ALM01185,301,Pledge,Bank Transfer,2024-05-02,Research,False,True,,Completed
DON001161,ALM01088,250000,Major Gift,Stock,2025-08-20,Infrastructure,False,True,,Completed
DON001162,ALM01128,25000,Recurring Monthly,Credit Card,2025-02-20,Research,False,True,,Completed
DON001163,ALM01561,132,Pledge,Check,2025-09-12,Infrastructure,False,True,,Completed
DON001164,ALM02138,167,One-Time Gift,Credit Card,2024-03-31,Endowment,False,True,Monthly,Completed
DON001165,ALM03482,50000,In-Kind,Check,2024-08-13,General Fund,False,True,,Pending
DON001166,ALM03095,70,Major Gift,Wire Transfer,2025-04-05,General Fund,False,True,,Completed
DON001167,ALM00558,100000,Major Gift,Bank Transfer,2023-11-21,Endowment,False,True,,Completed
DON001168,ALM01139,280,Major Gift,Credit Card,2024-09-17,Research,False,True,,Completed
DON001169,ALM01080,110,One-Time Gift,Stock,2024-01-14,Endowment,False,True,Quarterly,Completed
DON001170,ALM03216,250000,Major Gift,Bank Transfer,2025-01-17,Research,False,True,Monthly,Completed
DON001171,ALM01306,252,One-Time Gift,Bank Transfer,2024-09-08,Scholarship,True,True,,Completed
DON001172,ALM00227,208,Recurring Monthly,Credit Card,2024-02-07,Infrastructure,False,True,,Completed
DON001173,ALM00203,420,Recurring Monthly,Bank Transfer,2025-03-17,Infrastructure,False,False,,Completed
DON001174,ALM00855,50000,In-Kind,Credit Card,2025-03-15,Endowment,False,True,,Completed
DON001175,ALM01970,59,Major Gift,Stock,2024-01-14,Endowment,False,True,,Completed
DON001176,ALM02300,247,Recurring Monthly,Stock,2024-01-12,Scholarship,False,True,Quarterly,Completed
DON001177,ALM03260,440,One-Time Gift,Wire Transfer,2025-09-10,Scholarship,False,True,,Completed
DON001178,ALM03005,56,One-Time Gift,Credit Card,2023-12-26,General Fund,False,True,,Completed
DON001179,ALM03063,280,One-Time Gift,Credit Card,2024-09-25,Scholarship,False,True,,Completed
DON001180,ALM01645,417,Recurring Monthly,Bank Transfer,2024-10-21,Scholarship,True,False,,Completed
DON001181,ALM03428,487,Major Gift,Wire Transfer,2024-12-04,Infrastructure,False,True,,Completed
DON001182,ALM01918,25000,Major Gift,Bank Transfer,2024-12-21,Endowment,False,True,,Completed
DON001183,ALM01561,142,Recurring Monthly,Credit Card,2023-12-13,Endowment,False,True,,Completed
DON001184,ALM00056,250000,Pledge,Wire Transfer,2024-01-30,Research,False,True,,Completed
DON001185,ALM02907,347,Major Gift,Check,2024-03-18,Endowment,False,True,Annual,Completed
DON001186,ALM02312,25000,One-Time Gift,Credit Card,2024-01-20,Scholarship,True,True,Annual,Completed
DON001187,ALM03173,250000,Major Gift,Stock,2024-03-17,General Fund,False,True,,Completed
DON001188,ALM01303,325,Pledge,Wire Transfer,2025-09-06,Research,False,True,,Pending
DON001189,ALM00219,334,Recurring Monthly,Bank Transfer,2024-11-29,Infrastructure,False,True,,Completed
DON001190,ALM03387,100000,Recurring Monthly,Credit Card,2024-05-30,Infrastructure,False,True,,Completed
DON001191,ALM00953,183,One-Time Gift,Wire Transfer,2025-06-30,Scholarship,False,True,,Completed
DON001192,ALM03473,25000,Recurring Monthly,Wire Transfer,2024-09-28,Research,False,True,,Declined
DON001193,ALM01780,151,Pledge,Check,2025-09-11,Endowment,False,True,,Completed
DON001194,ALM03319,50000,Pledge,Bank Transfer,2024-11-12,General Fund,False,True,,Declined
DON001195,ALM00759,50000,Major Gift,Bank Transfer,2024-09-22,Infrastructure,False,True,,Completed
DON001196,ALM01768,479,Recurring Monthly,Wire Transfer,2024-09-25,Endowment,False,True,,Completed
DON001197,ALM02274,135,Pledge,Credit Card,2024-08-02,Research,False,True,,Completed
DON001198,ALM01689,68,Major Gift,Stock,2023-12-21,General Fund,False,True,,Pending
DON001199,ALM02869,100000,Recurring Monthly,Credit Card,2024-05-15,Scholarship,False,True,Monthly,Completed
DON001200,ALM00467,253,Recurring Monthly,Credit Card,2024-12-11,Research,True,True,,Completed
DON001201,ALM02889,189,One-Time Gift,Wire Transfer,2024-12-20,Research,False,True,,Completed
DON001202,ALM02977,168,Recurring Monthly,Credit Card,2024-10-15,Research,False,True,Quarterly,Completed
DON001203,ALM01067,153,Pledge,Wire Transfer,2024-07-18,Scholarship,True,True,Quarterly,Completed
DON001204,ALM01525,185,Recurring Monthly,Check,2025-08-16,Scholarship,False,True,,Completed
DON001205,ALM01255,224,Pledge,Check,2025-04-19,Infrastructure,False,True,,Completed
DON001206,ALM00807,422,Major Gift,Check,2024-12-28,Scholarship,False,True,,Completed
DON001207,ALM02646,499,In-Kind,Wire Transfer,2025-02-20,Research,False,True,,Completed
DON001208,ALM01233,10000,In-Kind,Wire Transfer,2023-11-26,Infrastructure,False,True,,Completed
DON001209,ALM01378,316,Major Gift,Wire Transfer,2024-11-06,Endowment,False,True,,Completed
DON001210,ALM01456,490,Pledge,Stock,2025-02-23,Endowment,False,True,,Completed
DON001211,ALM01033,50000,In-Kind,Wire Transfer,2024-02-09,Endowment,True,True,,Completed
DON001212,ALM03217,183,Pledge,Bank Transfer,2024-07-16,Endowment,False,True,,Completed
DON001213,ALM01648,64,In-Kind,Wire Transfer,2025-04-06,General Fund,False,True,,Completed
DON001214,ALM01570,25000,Recurring Monthly,Wire Transfer,2025-08-07,Endowment,False,True,,Completed
DON001215,ALM01395,399,Pledge,Credit Card,2025-05-06,Infrastructure,False,True,,Completed
DON001216,ALM03462,437,Pledge,Wire Transfer,2025-03-18,Research,False,True,Monthly,Completed
DON001217,ALM01978,50000,In-Kind,Stock,2025-10-12,Infrastructure,False,True,,Completed
DON001218,ALM02117,421,In-Kind,Stock,2023-11-17,General Fund,False,True,Monthly,Completed
DON001219,ALM00258,100000,In-Kind,Check,2025-05-25,Research,False,True,Monthly,Completed
DON001220,ALM03276,320,Pledge,Stock,2025-10-14,Scholarship,False,True,Monthly,Completed
DON001221,ALM01522,402,In-Kind,Wire Transfer,2024-02-23,Research,True,True,Monthly,Completed
DON001222,ALM03466,223,Major Gift,Check,2025-05-10,General Fund,False,True,,Completed
DON001223,ALM00722,235,In-Kind,Wire Transfer,2024-01-12,Endowment,False,True,,Completed
DON001224,ALM01035,250000,In-Kind,Stock,2025-03-23,General Fund,False,True,,Completed
DON001225,ALM01572,50000,In-Kind,Stock,2025-03-04,General Fund,False,True,Monthly,Pending
DON001226,ALM00575,182,In-Kind,Credit Card,2024-05-27,Infrastructure,False,True,,Completed
DON001227,ALM01478,368,Recurring Monthly,Bank Transfer,2024-04-13,General Fund,False,True,,Completed
DON001228,ALM00915,343,One-Time Gift,Wire Transfer,2025-06-23,Endowment,True,True,Monthly,Completed
DON001229,ALM00300,10000,In-Kind,Check,2024-09-03,Research,False,True,,Completed
DON001230,ALM01810,486,Major Gift,Credit Card,2025-04-15,General Fund,False,True,Annual,Completed
DON001231,ALM00713,402,One-Time Gift,Wire Transfer,2025-05-14,Infrastructure,True,True,,Completed
DON001232,ALM02141,345,Recurring Monthly,Check,2024-09-10,Research,False,True,,Completed
DON001233,ALM02417,300,Major Gift,Bank Transfer,2025-06-23,Research,False,True,,Completed
DON001234,ALM02594,268,Pledge,Bank Transfer,2023-12-18,Research,True,True,Monthly,Completed
DON001235,ALM01974,293,Major Gift,Stock,2024-07-14,Scholarship,False,True,,Completed
DON001236,ALM00172,340,In-Kind,Check,2025-07-24,Infrastructure,False,True,,Completed
DON001237,ALM03274,453,Recurring Monthly,Check,2025-04-18,Scholarship,True,True,,Completed
DON001238,ALM03369,86,Major Gift,Credit Card,2025-10-01,Endowment,False,True,,Completed
DON001239,ALM01694,447,Recurring Monthly,Stock,2024-05-31,General Fund,False,True,,Pending
DON001240,ALM01416,298,Pledge,Bank Transfer,2025-08-25,Scholarship,False,False,Annual,Completed
DON001241,ALM02566,354,Pledge,Credit Card,2025-04-27,Endowment,False,False,,Completed
DON001242,ALM02228,227,Pledge,Wire Transfer,2025-04-11,Research,False,True,,Completed
DON001243,ALM00897,466,Recurring Monthly,Check,2025-09-18,Endowment,False,True,,Completed
DON001244,ALM00907,10000,Recurring Monthly,Credit Card,2025-07-31,Endowment,False,True,Annual,Pending
DON001245,ALM02981,250000,Major Gift,Credit Card,2024-10-21,Endowment,False,True,Quarterly,Completed
DON001246,ALM00975,25000,In-Kind,Bank Transfer,2024-07-02,Scholarship,False,True,,Completed
DON001247,ALM01604,301,One-Time Gift,Bank Transfer,2024-08-19,Endowment,False,True,,Completed
DON001248,ALM03280,25000,Recurring Monthly,Bank Transfer,2023-11-06,Endowment,False,True,,Completed
DON001249,ALM02922,360,Major Gift,Wire Transfer,2025-01-15,General Fund,False,True,,Completed
DON001250,ALM00383,465,Major Gift,Credit Card,2024-08-13,General Fund,False,True,,Completed
DON001251,ALM00073,257,In-Kind,Wire Transfer,2024-09-20,Infrastructure,False,True,,Completed
DON001252,ALM00220,493,Pledge,Wire Transfer,2025-04-10,Research,False,True,Monthly,Completed
DON001253,ALM02640,98,In-Kind,Wire Transfer,2024-01-02,Endowment,False,False,,Completed
DON001254,ALM01944,164,One-Time Gift,Wire Transfer,2024-02-12,General Fund,False,True,Annual,Completed
DON001255,ALM03100,221,One-Time Gift,Check,2025-04-11,Infrastructure,False,True,Quarterly,Completed
DON001256,ALM03125,50,Major Gift,Wire Transfer,2025-01-25,General Fund,False,True,,Completed
DON001257,ALM03401,143,One-Time Gift,Credit Card,2024-01-16,Scholarship,False,True,,Completed
DON001258,ALM02071,100000,Pledge,Bank Transfer,2025-10-29,Research,False,True,,Completed
DON001259,ALM01649,100000,Major Gift,Stock,2024-11-25,Scholarship,False,True,,Completed
DON001260,ALM01384,438,Pledge,Stock,2025-01-30,Endowment,False,True,,Completed
DON001261,ALM01362,349,Major Gift,Bank Transfer,2025-07-29,Endowment,False,True,Monthly,Completed
DON001262,ALM02363,94,Pledge,Check,2025-07-15,Scholarship,False,True,Monthly,Completed
DON001263,ALM00323,421,In-Kind,Wire Transfer,2024-07-16,Research,False,True,,Completed
DON001264,ALM03439,251,In-Kind,Check,2024-11-03,Infrastructure,False,True,,Completed
DON001265,ALM01752,246,In-Kind,Bank Transfer,2024-10-17,General Fund,False,True,Monthly,Completed
DON001266,ALM00490,50000,One-Time Gift,Check,2025-02-23,Infrastructure,False,True,,Completed
DON001267,ALM03307,250000,Major Gift,Bank Transfer,2025-02-22,Endowment,False,True,Quarterly,Completed
DON001268,ALM01126,479,Pledge,Credit Card,2025-03-12,Scholarship,False,True,,Completed
DON001269,ALM02278,459,Major Gift,Wire Transfer,2025-01-15,Endowment,False,True,,Completed
DON001270,ALM01169,342,One-Time Gift,Check,2025-04-19,Endowment,False,True,Annual,Completed
DON001271,ALM01902,50000,Recurring Monthly,Bank Transfer,2023-11-29,Scholarship,False,True,,Pending
DON001272,ALM02844,100000,In-Kind,Wire Transfer,2025-10-21,Endowment,False,True,Monthly,Completed
DON001273,ALM02082,388,Major Gift,Check,2024-12-26,Research,False,True,Monthly,Completed
DON001274,ALM00916,100000,Major Gift,Credit Card,2025-09-18,Research,False,True,,Completed
DON001275,ALM02866,343,One-Time Gift,Bank Transfer,2025-01-07,General Fund,False,True,,Completed
DON001276,ALM02226,391,Pledge,Wire Transfer,2024-03-21,General Fund,False,True,Quarterly,Pending
DON001277,ALM01620,281,Major Gift,Wire Transfer,2024-04-28,Endowment,False,True,,Completed
DON001278,ALM00722,68,In-Kind,Check,2025-10-26,Endowment,False,True,,Completed
DON001279,ALM00596,251,In-Kind,Bank Transfer,2024-05-18,Scholarship,False,True,,Completed
DON001280,ALM01152,460,Recurring Monthly,Wire Transfer,2025-04-04,Scholarship,False,True,,Completed
DON001281,ALM02885,149,In-Kind,Credit Card,2024-12-28,Scholarship,False,True,Monthly,Completed
DON001282,ALM01217,271,Recurring Monthly,Bank Transfer,2024-02-08,Infrastructure,False,True,,Completed
DON001283,ALM02135,395,Pledge,Bank Transfer,2025-05-10,General Fund,False,True,,Completed
DON001284,ALM00134,236,In-Kind,Bank Transfer,2025-10-28,Endowment,False,True,Annual,Completed
DON001285,ALM03153,248,One-Time Gift,Bank Transfer,2024-02-11,Endowment,False,True,,Completed
DON001286,ALM02747,274,Pledge,Credit Card,2025-01-06,Scholarship,False,True,,Completed
DON001287,ALM00278,50000,One-Time Gift,Check,2024-05-25,Scholarship,False,True,Quarterly,Pending
DON001288,ALM01674,250000,Pledge,Stock,2024-09-09,Research,False,True,,Completed
DON001289,ALM02577,10000,Pledge,Credit Card,2024-04-25,Scholarship,False,True,,Completed
DON001290,ALM00999,435,Pledge,Check,2025-01-16,General Fund,False,True,Quarterly,Completed
DON001291,ALM00112,235,Major Gift,Stock,2023-12-07,Infrastructure,False,True,Quarterly,Completed
DON001292,ALM03207,100000,In-Kind,Credit Card,2025-02-17,General Fund,True,True,,Completed
DON001293,ALM00178,130,One-Time Gift,Wire Transfer,2025-06-30,Scholarship,False,True,Annual,Completed
DON001294,ALM00749,100000,Recurring Monthly,Stock,2024-11-02,Research,False,True,Annual,Completed
DON001295,ALM03295,110,Major Gift,Credit Card,2024-02-14,Research,True,True,,Completed
DON001296,ALM00342,221,Recurring Monthly,Credit Card,2023-12-07,Infrastructure,False,True,Quarterly,Completed
DON001297,ALM02317,366,Recurring Monthly,Bank Transfer,2024-07-08,Scholarship,False,True,,Completed
DON001298,ALM02956,288,Pledge,Bank Transfer,2023-11-11,Research,False,False,Annual,Completed
DON001299,ALM02248,155,In-Kind,Wire Transfer,2025-08-14,General Fund,False,True,,Completed
DON001300,ALM01197,143,Pledge,Bank Transfer,2025-02-05,Scholarship,False,True,,Completed
DON001301,ALM00643,100000,In-Kind,Bank Transfer,2025-07-30,Endowment,False,True,Monthly,Declined
DON001302,ALM02101,350,Recurring Monthly,Bank Transfer,2024-03-21,Scholarship,False,True,,Completed
DON001303,ALM01921,224,Major Gift,Check,2025-03-07,Endowment,False,True,Quarterly,Completed
DON001304,ALM02179,332,Major Gift,Stock,2024-07-21,Endowment,False,True,,Completed
DON001305,ALM02066,494,Pledge,Bank Transfer,2023-11-14,Infrastructure,True,True,,Completed
DON001306,ALM01672,331,Pledge,Bank Transfer,2024-12-07,Research,False,True,,Completed
DON001307,ALM00228,82,In-Kind,Stock,2025-10-03,Research,False,True,,Completed
DON001308,ALM03109,437,Recurring Monthly,Bank Transfer,2024-03-05,General Fund,False,True,,Completed
DON001309,ALM02163,394,Major Gift,Check,2025-10-26,Scholarship,False,False,,Completed
DON001310,ALM02841,152,In-Kind,Bank Transfer,2024-03-24,General Fund,False,True,,Completed
DON001311,ALM03122,250000,Major Gift,Wire Transfer,2024-03-06,Research,True,True,,Completed
DON001312,ALM03268,295,One-Time Gift,Stock,2024-12-08,Infrastructure,False,True,,Completed
DON001313,ALM01926,250000,Recurring Monthly,Stock,2024-12-28,Research,False,True,Monthly,Completed
DON001314,ALM00627,158,Recurring Monthly,Credit Card,2024-07-29,Scholarship,False,True,,Completed
DON001315,ALM00696,25000,In-Kind,Check,2024-02-18,General Fund,True,True,Monthly,Completed
DON001316,ALM01200,100000,In-Kind,Credit Card,2024-10-01,Endowment,False,True,Monthly,Completed
DON001317,ALM02399,304,In-Kind,Check,2024-08-17,General Fund,False,True,Monthly,Completed
DON001318,ALM02059,245,Recurring Monthly,Wire Transfer,2025-05-30,Endowment,False,True,,Completed
DON001319,ALM03418,300,One-Time Gift,Stock,2023-11-30,Research,True,True,,Completed
DON001320,ALM01970,302,Pledge,Bank Transfer,2024-10-03,General Fund,False,True,Monthly,Completed
DON001321,ALM03242,460,Pledge,Wire Transfer,2024-09-07,Infrastructure,False,True,,Completed
DON001322,ALM01382,50000,In-Kind,Credit Card,2024-07-09,Research,True,True,,Completed
DON001323,ALM02951,463,Recurring Monthly,Bank Transfer,2024-11-07,Scholarship,False,True,,Completed
DON001324,ALM00445,50000,Pledge,Wire Transfer,2024-11-04,Research,False,True,,Declined
DON001325,ALM01179,250000,Pledge,Stock,2024-02-15,Endowment,True,True,,Completed
DON001326,ALM02157,429,One-Time Gift,Credit Card,2023-11-23,Infrastructure,False,True,Monthly,Completed
DON001327,ALM00694,366,One-Time Gift,Credit Card,2025-10-03,General Fund,False,True,Annual,Completed
DON001328,ALM00626,348,One-Time Gift,Wire Transfer,2024-03-20,Endowment,False,True,Monthly,Completed
DON001329,ALM03135,276,Pledge,Stock,2025-03-06,Scholarship,True,True,,Completed
DON001330,ALM00444,50000,Pledge,Credit Card,2025-05-19,Scholarship,False,True,,Completed
