RSVPID,AlumniID,EventID,RSVPStatus,RSVPDate,GuestCount,SpecialRequirements,CheckInStatus
RSP003869,ALM01260,EVT00091,Tentative,2025-03-19,2,,Not Yet
RSP003870,ALM02723,EVT00106,Declined,2025-02-20,2,Vegetarian,No
RSP003871,ALM01875,EVT00115,Declined,2025-06-24,4,Vegetarian,Yes
RSP003872,ALM02970,EVT00113,Declined,2024-10-20,3,Vegan,No
RSP003873,ALM00381,EVT00008,Tentative,2024-04-09,4,,Yes
RSP003874,ALM00800,EVT00045,Confirmed,2025-11-06,0,,Not Yet
RSP003875,ALM00137,EVT00022,Confirmed,2026-01-01,0,,Not Yet
RSP003876,ALM02793,EVT00141,Confirmed,2024-05-14,2,Vegetarian,No
RSP003877,ALM02160,EVT00137,Confirmed,2024-02-05,2,,Yes
RSP003878,ALM00915,EVT00042,Confirmed,2026-01-11,1,,Yes
RSP003879,ALM02465,EVT00016,Not Responded,2024-02-25,3,,No
RSP003880,ALM03455,EVT00101,Confirmed,2025-04-25,0,,Yes
RSP003881,ALM02495,EVT00052,Tentative,2025-12-23,1,,Yes
RSP003882,ALM00875,EVT00105,Not Responded,2025-03-09,2,Vegetarian,No
RSP003883,ALM03422,EVT00125,Confirmed,2024-06-08,1,,Yes
RSP003884,ALM02874,EVT00121,Confirmed,2023-12-29,3,,No
RSP003885,ALM01980,EVT00106,Not Responded,2025-02-27,4,,Yes
RSP003886,ALM01302,EVT00065,Confirmed,2024-01-29,4,,Yes
RSP003887,ALM00591,EVT00093,Declined,2025-06-27,3,Vegetarian,No
RSP003888,ALM03322,EVT00012,Declined,2025-05-22,3,Wheelchair Access,Not Yet
RSP003889,ALM01553,EVT00129,Declined,2026-02-14,1,,Yes
RSP003890,ALM01542,EVT00042,Confirmed,2026-01-02,2,Vegetarian,Yes
RSP003891,ALM01501,EVT00060,Declined,2024-01-28,0,,Yes
RSP003892,ALM00106,EVT00104,Tentative,2025-11-22,0,,Not Yet
RSP003893,ALM02799,EVT00060,Declined,2024-01-19,3,,No
RSP003894,ALM03191,EVT00039,Tentative,2025-08-21,4,,No
RSP003895,ALM00697,EVT00057,Declined,2026-01-26,4,,Yes
RSP003896,ALM02707,EVT00094,Confirmed,2024-03-13,2,,No
RSP003897,ALM00237,EVT00022,Confirmed,2025-12-29,0,Vegan,Yes
RSP003898,ALM01074,EVT00027,Confirmed,2025-02-12,4,Vegan,Yes
RSP003899,ALM01175,EVT00082,Declined,2025-09-05,0,,Yes
RSP003900,ALM02693,EVT00007,Confirmed,2024-09-26,4,,Yes
RSP003901,ALM01774,EVT00084,Declined,2025-06-09,1,Wheelchair Access,Not Yet
RSP003902,ALM01984,EVT00003,Declined,2025-10-10,0,,Yes
RSP003903,ALM01338,EVT00107,Declined,2024-07-31,4,,Yes
RSP003904,ALM00525,EVT00042,Not Responded,2025-12-31,2,Vegan,No
RSP003905,ALM01860,EVT00045,Confirmed,2025-10-19,1,,No
RSP003906,ALM03354,EVT00085,Confirmed,2025-08-13,2,Vegan,Yes
RSP003907,ALM00659,EVT00105,Confirmed,2025-04-14,2,,Yes
RSP003908,ALM01639,EVT00110,Tentative,2024-07-29,2,,Yes
RSP003909,ALM02692,EVT00142,Confirmed,2026-01-29,1,,Not Yet
RSP003910,ALM01110,EVT00030,Confirmed,2024-11-07,3,,Not Yet
RSP003911,ALM01772,EVT00043,Declined,2026-04-03,1,,No
RSP003912,ALM01934,EVT00095,Declined,2025-05-03,2,,Yes
RSP003913,ALM01298,EVT00049,Tentative,2024-06-07,4,,Yes
RSP003914,ALM03452,EVT00011,Confirmed,2023-09-20,2,,Yes
RSP003915,ALM03410,EVT00124,Declined,2024-04-23,3,,Yes
RSP003916,ALM02210,EVT00111,Tentative,2024-03-22,1,,Yes
RSP003917,ALM02092,EVT00078,Not Responded,2024-05-17,3,,Not Yet
RSP003918,ALM00556,EVT00028,Tentative,2025-12-25,2,,Not Yet
RSP003919,ALM00028,EVT00069,Declined,2024-03-27,4,Wheelchair Access,Yes
RSP003920,ALM02573,EVT00048,Confirmed,2024-05-28,1,,Yes
RSP003921,ALM00652,EVT00127,Confirmed,2024-10-21,1,,Yes
RSP003922,ALM00236,EVT00069,Tentative,2024-02-18,4,Vegetarian,Not Yet
RSP003923,ALM02182,EVT00065,Confirmed,2024-03-04,4,,Not Yet
RSP003924,ALM00905,EVT00069,Tentative,2024-02-13,1,,No
RSP003925,ALM00025,EVT00029,Tentative,2024-06-07,4,Gluten-Free,Yes
RSP003926,ALM02379,EVT00055,Confirmed,2026-03-11,3,,Yes
RSP003927,ALM00683,EVT00101,Confirmed,2025-03-22,0,,Not Yet
RSP003928,ALM00434,EVT00006,Declined,2024-09-11,1,,No
RSP003929,ALM03327,EVT00109,Declined,2024-01-26,0,Vegetarian,Yes
RSP003930,ALM03378,EVT00086,Confirmed,2023-11-24,3,,No
RSP003931,ALM00026,EVT00058,Confirmed,2024-11-01,4,,Yes
RSP003932,ALM01985,EVT00032,Confirmed,2024-10-06,3,Vegan,No
RSP003933,ALM01810,EVT00018,Declined,2024-07-22,3,,Yes
RSP003934,ALM02214,EVT00081,Confirmed,2023-12-28,1,,Not Yet
RSP003935,ALM00255,EVT00045,Confirmed,2025-11-07,3,,Yes
RSP003936,ALM02943,EVT00059,Not Responded,2024-08-26,3,,Yes
RSP003937,ALM00594,EVT00132,Not Responded,2023-10-29,1,,Yes
RSP003938,ALM02561,EVT00005,Confirmed,2025-01-11,1,,Not Yet
RSP003939,ALM01508,EVT00060,Confirmed,2024-01-17,4,,Yes
RSP003940,ALM02788,EVT00003,Confirmed,2025-11-15,0,,Yes
RSP003941,ALM02392,EVT00098,Confirmed,2023-12-14,4,,Yes
RSP003942,ALM00669,EVT00070,Confirmed,2023-10-23,1,Vegetarian,Yes
RSP003943,ALM02400,EVT00099,Declined,2024-10-10,1,,Yes
RSP003944,ALM01860,EVT00124,Confirmed,2024-04-25,3,,Yes
RSP003945,ALM00820,EVT00066,Confirmed,2025-09-09,1,Gluten-Free,Yes
RSP003946,ALM01920,EVT00090,Declined,2024-09-15,2,,No
RSP003947,ALM00904,EVT00118,Tentative,2025-08-26,3,,No
RSP003948,ALM01970,EVT00084,Declined,2025-07-26,4,,Yes
RSP003949,ALM00606,EVT00129,Confirmed,2026-03-18,1,,Yes
RSP003950,ALM01481,EVT00120,Confirmed,2025-12-09,0,,No
RSP003951,ALM01050,EVT00001,Declined,2024-08-27,0,,No
RSP003952,ALM01505,EVT00093,Confirmed,2025-08-10,0,,Yes
RSP003953,ALM02054,EVT00108,Declined,2025-11-05,2,Gluten-Free,Yes
RSP003954,ALM02390,EVT00127,Tentative,2024-10-28,2,,Yes
RSP003955,ALM01871,EVT00080,Confirmed,2025-06-17,1,,Yes
RSP003956,ALM02425,EVT00082,Not Responded,2025-09-22,2,Gluten-Free,Yes
RSP003957,ALM03057,EVT00067,Confirmed,2023-12-27,0,Vegetarian,No
RSP003958,ALM01667,EVT00119,Declined,2025-06-27,4,,Yes
RSP003959,ALM01113,EVT00074,Tentative,2024-11-28,1,,Yes
RSP003960,ALM00150,EVT00059,Confirmed,2024-09-16,2,,Not Yet
RSP003961,ALM00406,EVT00123,Confirmed,2024-11-03,1,,Yes
RSP003962,ALM01144,EVT00113,Tentative,2024-10-29,3,,Yes
RSP003963,ALM02239,EVT00103,Not Responded,2025-11-20,0,,Not Yet
RSP003964,ALM01435,EVT00021,Declined,2026-01-03,1,,Yes
RSP003965,ALM02668,EVT00107,Tentative,2024-07-13,1,,Yes
RSP003966,ALM02097,EVT00002,Declined,2024-11-14,4,,Not Yet
RSP003967,ALM01645,EVT00123,Confirmed,2024-12-03,1,,Not Yet
RSP003968,ALM01584,EVT00091,Not Responded,2025-04-27,0,,Not Yet
RSP003969,ALM00342,EVT00149,Confirmed,2025-06-21,2,Gluten-Free,Not Yet
RSP003970,ALM01051,EVT00147,Confirmed,2025-02-24,3,,Yes
RSP003971,ALM02454,EVT00058,Confirmed,2024-12-14,1,,Yes
RSP003972,ALM01885,EVT00122,Confirmed,2024-03-17,2,,Yes
RSP003973,ALM00912,EVT00050,Confirmed,2026-01-17,3,,Yes
RSP003974,ALM01045,EVT00048,Confirmed,2024-05-23,4,,No
RSP003975,ALM02841,EVT00079,Tentative,2025-08-25,4,,Yes
RSP003976,ALM01796,EVT00108,Confirmed,2025-12-01,3,Vegan,Yes
RSP003977,ALM03131,EVT00029,Not Responded,2024-06-02,2,,No
RSP003978,ALM03360,EVT00150,Declined,2026-03-04,3,,No
RSP003979,ALM00605,EVT00148,Confirmed,2024-06-01,3,,Yes
RSP003980,ALM02883,EVT00112,Tentative,2025-12-18,3,,Yes
RSP003981,ALM00404,EVT00069,Declined,2024-03-03,3,,Yes
RSP003982,ALM02850,EVT00098,Declined,2023-11-13,4,Vegetarian,Yes
RSP003983,ALM00576,EVT00131,Confirmed,2025-10-22,1,Gluten-Free,Yes
RSP003984,ALM02470,EVT00144,Not Responded,2025-01-19,2,,Yes
RSP003985,ALM03298,EVT00141,Tentative,2024-04-26,0,,No
RSP003986,ALM03087,EVT00045,Confirmed,2025-11-05,0,Vegan,Yes
RSP003987,ALM00026,EVT00142,Declined,2026-02-17,4,Gluten-Free,Yes
RSP003988,ALM01312,EVT00066,Tentative,2025-08-31,2,,Yes
RSP003989,ALM02550,EVT00055,Not Responded,2026-03-17,3,,Yes
RSP003990,ALM01013,EVT00146,Declined,2025-08-05,2,Gluten-Free,Not Yet
RSP003991,ALM01962,EVT00083,Not Responded,2026-02-17,4,,No
RSP003992,ALM02964,EVT00115,Confirmed,2025-06-06,4,,Not Yet
RSP003993,ALM01026,EVT00106,Not Responded,2025-04-06,1,,Yes
RSP003994,ALM02241,EVT00026,Confirmed,2025-05-18,4,Vegetarian,Yes
RSP003995,ALM00565,EVT00068,Not Responded,2024-01-02,0,,No
RSP003996,ALM02234,EVT00008,Declined,2024-03-02,2,,Yes
RSP003997,ALM00337,EVT00126,Confirmed,2025-04-07,4,,Yes
RSP003998,ALM00139,EVT00011,Not Responded,2023-09-13,1,Vegetarian,Yes
RSP003999,ALM01255,EVT00030,Confirmed,2024-10-19,4,,Not Yet
RSP004000,ALM00020,EVT00082,Confirmed,2025-10-11,2,Vegetarian,Yes
RSP004001,ALM00003,EVT00072,Declined,2023-11-17,4,,Yes
RSP004002,ALM01853,EVT00137,Confirmed,2024-03-12,3,,No
RSP004003,ALM01794,EVT00065,Confirmed,2024-01-17,3,Vegetarian,Yes
RSP004004,ALM02279,EVT00107,Confirmed,2024-06-23,3,,Not Yet
RSP004005,ALM00439,EVT00108,Confirmed,2025-11-24,0,,No
RSP004006,ALM01168,EVT00024,Tentative,2025-12-17,4,,No
RSP004007,ALM03139,EVT00078,Tentative,2024-06-17,2,Vegan,Yes
RSP004008,ALM03398,EVT00129,Declined,2026-02-25,3,Wheelchair Access,Yes
RSP004009,ALM02118,EVT00114,Confirmed,2023-12-20,3,,Yes
RSP004010,ALM03271,EVT00074,Not Responded,2024-11-23,3,,No
RSP004011,ALM00832,EVT00035,Not Responded,2025-06-21,1,,Yes
RSP004012,ALM00492,EVT00109,Not Responded,2024-01-30,4,,No
RSP004013,ALM01879,EVT00101,Not Responded,2025-04-06,1,,No
RSP004014,ALM01693,EVT00042,Confirmed,2026-01-12,4,,No
RSP004015,ALM02640,EVT00106,Tentative,2025-03-17,0,,Not Yet
RSP004016,ALM03445,EVT00080,Tentative,2025-07-18,4,,Not Yet
RSP004017,ALM02760,EVT00061,Confirmed,2026-02-25,3,,Yes
RSP004018,ALM00190,EVT00032,Not Responded,2024-10-11,1,,No
RSP004019,ALM03490,EVT00108,Confirmed,2025-10-08,0,,Not Yet
RSP004020,ALM00920,EVT00036,Confirmed,2023-09-25,0,Wheelchair Access,Yes
RSP004021,ALM00157,EVT00084,Not Responded,2025-07-18,1,,Yes
RSP004022,ALM01680,EVT00103,Tentative,2025-11-11,1,,Yes
RSP004023,ALM01128,EVT00061,Not Responded,2026-02-19,0,Vegetarian,No
RSP004024,ALM02393,EVT00079,Not Responded,2025-08-12,1,,Yes
RSP004025,ALM01961,EVT00108,Confirmed,2025-11-24,3,,Yes
RSP004026,ALM01946,EVT00016,Confirmed,2024-04-08,4,,No
RSP004027,ALM00421,EVT00006,Confirmed,2024-08-24,1,,Yes
RSP004028,ALM02108,EVT00100,Tentative,2024-11-29,2,,No
RSP004029,ALM01255,EVT00119,Not Responded,2025-07-31,3,,Yes
RSP004030,ALM00758,EVT00114,Tentative,2023-11-23,3,,Yes
RSP004031,ALM00137,EVT00040,Confirmed,2026-01-11,4,Vegetarian,Not Yet
RSP004032,ALM03472,EVT00121,Confirmed,2023-12-29,4,,Not Yet
RSP004033,ALM02793,EVT00056,Not Responded,2024-10-27,1,,Not Yet
RSP004034,ALM01426,EVT00075,Not Responded,2025-05-11,1,,Yes
RSP004035,ALM02340,EVT00141,Confirmed,2024-05-18,2,,Yes
RSP004036,ALM00711,EVT00127,Confirmed,2024-11-01,1,,Yes
RSP004037,ALM02923,EVT00047,Tentative,2024-09-01,1,,Yes
RSP004038,ALM01918,EVT00108,Confirmed,2025-11-23,0,,Yes
RSP004039,ALM01142,EVT00076,Confirmed,2025-06-18,2,,Yes
RSP004040,ALM02430,EVT00124,Confirmed,2024-04-08,1,Wheelchair Access,Yes
RSP004041,ALM03077,EVT00047,Not Responded,2024-08-26,4,,Yes
RSP004042,ALM03069,EVT00080,Confirmed,2025-06-18,0,,Yes
RSP004043,ALM03030,EVT00019,Declined,2024-04-02,2,,Not Yet
RSP004044,ALM01195,EVT00051,Confirmed,2024-11-24,3,,Yes
RSP004045,ALM00430,EVT00099,Tentative,2024-11-12,0,,Yes
RSP004046,ALM02439,EVT00050,Confirmed,2026-01-02,3,,Yes
RSP004047,ALM01155,EVT00036,Not Responded,2023-09-18,2,Vegetarian,No
RSP004048,ALM02593,EVT00114,Confirmed,2023-11-01,1,,No
RSP004049,ALM03034,EVT00051,Confirmed,2024-10-26,2,Wheelchair Access,Yes
RSP004050,ALM00165,EVT00016,Declined,2024-04-10,4,Vegetarian,Yes
RSP004051,ALM03048,EVT00131,Declined,2025-10-13,3,,Yes
RSP004052,ALM02769,EVT00004,Tentative,2024-01-04,3,,Yes
RSP004053,ALM01931,EVT00106,Confirmed,2025-03-13,1,,Yes
RSP004054,ALM01338,EVT00036,Confirmed,2023-10-29,4,,Not Yet
RSP004055,ALM01985,EVT00061,Confirmed,2026-02-28,2,Vegetarian,No
RSP004056,ALM00727,EVT00097,Declined,2024-08-23,4,Vegan,Yes
RSP004057,ALM01356,EVT00130,Declined,2024-12-29,3,,Yes
RSP004058,ALM02346,EVT00030,Declined,2024-10-18,0,,No
RSP004059,ALM00596,EVT00002,Confirmed,2024-09-30,4,,No
RSP004060,ALM00073,EVT00087,Not Responded,2025-03-23,4,,Yes
RSP004061,ALM00176,EVT00136,Confirmed,2024-10-03,3,,No
RSP004062,ALM03231,EVT00054,Confirmed,2024-03-15,0,,No
RSP004063,ALM01506,EVT00106,Not Responded,2025-03-03,0,,Yes
RSP004064,ALM02206,EVT00010,Declined,2025-12-21,0,,Yes
RSP004065,ALM01812,EVT00081,Confirmed,2023-11-21,0,,Yes
RSP004066,ALM03447,EVT00118,Confirmed,2025-08-16,2,,Yes
RSP004067,ALM02147,EVT00040,Not Responded,2025-12-31,2,Wheelchair Access,Not Yet
RSP004068,ALM01291,EVT00062,Declined,2025-09-08,2,,Yes
RSP004069,ALM03114,EVT00117,Confirmed,2024-10-20,3,Wheelchair Access,Yes
RSP004070,ALM02825,EVT00123,Not Responded,2024-10-30,3,,Yes
RSP004071,ALM01199,EVT00078,Confirmed,2024-05-09,3,,Yes
RSP004072,ALM00157,EVT00010,Tentative,2025-12-17,4,,Not Yet
RSP004073,ALM00870,EVT00146,Confirmed,2025-09-23,2,,Yes
RSP004074,ALM01636,EVT00081,Declined,2023-11-15,0,,No
RSP004075,ALM01180,EVT00136,Declined,2024-09-20,2,,No
RSP004076,ALM02870,EVT00136,Not Responded,2024-10-17,1,,No
RSP004077,ALM02047,EVT00114,Confirmed,2023-11-21,3,,Yes
RSP004078,ALM02671,EVT00025,Not Responded,2025-10-06,2,,Yes
RSP004079,ALM01694,EVT00138,Confirmed,2023-12-10,2,,No
RSP004080,ALM02900,EVT00029,Confirmed,2024-06-13,4,,Yes
RSP004081,ALM01950,EVT00074,Declined,2024-11-10,4,,Not Yet
RSP004082,ALM02183,EVT00105,Tentative,2025-02-24,2,,No
RSP004083,ALM03475,EVT00103,Not Responded,2025-11-19,0,Wheelchair Access,Yes
RSP004084,ALM01438,EVT00115,Confirmed,2025-07-26,1,,Yes
RSP004085,ALM02664,EVT00010,Declined,2025-11-15,0,,Not Yet
RSP004086,ALM03201,EVT00024,Tentative,2025-12-29,0,,Yes
RSP004087,ALM01921,EVT00065,Tentative,2024-02-24,3,,No
RSP004088,ALM01481,EVT00126,Tentative,2025-03-19,4,,Yes
RSP004089,ALM02785,EVT00041,Confirmed,2023-11-05,1,,Not Yet
RSP004090,ALM00101,EVT00029,Confirmed,2024-06-12,1,,Yes
RSP004091,ALM00517,EVT00030,Confirmed,2024-11-06,1,,Yes
RSP004092,ALM02313,EVT00109,Confirmed,2024-02-20,3,,Yes
RSP004093,ALM02922,EVT00012,Confirmed,2025-05-15,0,,Yes
RSP004094,ALM01290,EVT00139,Confirmed,2025-03-14,2,,Yes
RSP004095,ALM00501,EVT00115,Confirmed,2025-06-03,3,,Yes
RSP004096,ALM03377,EVT00088,Declined,2025-01-15,3,,No
RSP004097,ALM00800,EVT00063,Declined,2024-04-09,4,Vegan,Not Yet
RSP004098,ALM02435,EVT00118,Confirmed,2025-09-17,0,,Yes
RSP004099,ALM01673,EVT00148,Confirmed,2024-05-25,4,,Not Yet
RSP004100,ALM02458,EVT00102,Tentative,2024-11-26,1,,Yes
RSP004101,ALM02033,EVT00052,Confirmed,2026-01-05,3,Gluten-Free,Not Yet
RSP004102,ALM02785,EVT00092,Tentative,2024-11-06,0,,Yes
RSP004103,ALM00129,EVT00113,Tentative,2024-10-28,2,Vegetarian,Not Yet
RSP004104,ALM00782,EVT00135,Tentative,2024-06-10,0,Vegetarian,Not Yet
RSP004105,ALM03360,EVT00058,Declined,2024-12-06,3,,Yes
RSP004106,ALM02857,EVT00087,Not Responded,2025-03-09,0,Vegetarian,Yes
RSP004107,ALM01830,EVT00105,Declined,2025-03-15,4,,Yes
RSP004108,ALM02118,EVT00121,Confirmed,2024-01-01,4,,Yes
RSP004109,ALM00889,EVT00019,Not Responded,2024-04-10,2,,Yes
RSP004110,ALM03048,EVT00103,Declined,2025-11-21,0,,Yes
RSP004111,ALM00343,EVT00052,Declined,2025-12-10,0,Vegan,Yes
RSP004112,ALM00847,EVT00109,Confirmed,2024-03-09,3,Vegetarian,Yes
RSP004113,ALM03350,EVT00007,Confirmed,2024-11-02,3,Vegan,Not Yet
RSP004114,ALM00458,EVT00033,Confirmed,2024-04-01,1,,No
RSP004115,ALM02001,EVT00103,Confirmed,2025-11-18,2,,Not Yet
RSP004116,ALM02475,EVT00102,Confirmed,2024-12-04,3,Vegan,No
RSP004117,ALM00935,EVT00006,Tentative,2024-09-12,2,Wheelchair Access,No
RSP004118,ALM03467,EVT00053,Confirmed,2024-05-09,2,,Not Yet
RSP004119,ALM00968,EVT00117,Confirmed,2024-10-25,1,,Not Yet
RSP004120,ALM03011,EVT00035,Confirmed,2025-06-15,3,,Yes
RSP004121,ALM02590,EVT00064,Confirmed,2025-06-30,4,,Not Yet
RSP004122,ALM02370,EVT00100,Declined,2024-12-27,2,,Yes
RSP004123,ALM00512,EVT00133,Not Responded,2024-01-26,3,,Yes
RSP004124,ALM02241,EVT00053,Not Responded,2024-04-13,1,,Yes
RSP004125,ALM02037,EVT00061,Not Responded,2026-02-09,3,,Not Yet
RSP004126,ALM02457,EVT00091,Declined,2025-03-17,0,,Yes
RSP004127,ALM01212,EVT00123,Tentative,2024-11-20,4,,Not Yet
RSP004128,ALM02705,EVT00123,Not Responded,2024-10-22,2,Wheelchair Access,Yes
RSP004129,ALM01074,EVT00067,Confirmed,2023-12-21,4,,Yes
RSP004130,ALM01287,EVT00135,Confirmed,2024-05-21,0,,Yes
RSP004131,ALM03038,EVT00015,Confirmed,2024-07-20,2,,No
RSP004132,ALM00971,EVT00090,Declined,2024-09-12,1,,Yes
RSP004133,ALM02505,EVT00053,Tentative,2024-03-31,0,,Yes
RSP004134,ALM01026,EVT00121,Tentative,2024-01-03,4,,Yes
RSP004135,ALM03308,EVT00129,Confirmed,2026-03-14,1,,No
RSP004136,ALM02567,EVT00125,Confirmed,2024-07-07,4,,No
RSP004137,ALM00666,EVT00089,Confirmed,2025-01-15,4,,Yes
RSP004138,ALM02288,EVT00091,Not Responded,2025-03-28,0,,Yes
RSP004139,ALM02928,EVT00041,Confirmed,2023-11-12,0,,Not Yet
RSP004140,ALM02850,EVT00077,Not Responded,2025-07-02,1,Vegetarian,Yes
RSP004141,ALM03499,EVT00120,Tentative,2026-01-24,0,,Yes
RSP004142,ALM02468,EVT00027,Not Responded,2025-02-18,1,,No
RSP004143,ALM02946,EVT00060,Confirmed,2024-01-06,1,Gluten-Free,Yes
RSP004144,ALM02363,EVT00029,Confirmed,2024-05-14,0,,Yes
RSP004145,ALM01456,EVT00018,Tentative,2024-07-10,1,,Not Yet
RSP004146,ALM01173,EVT00087,Confirmed,2025-04-10,2,,Yes
RSP004147,ALM03301,EVT00146,Not Responded,2025-09-10,4,Vegetarian,Yes
RSP004148,ALM01262,EVT00139,Declined,2025-03-01,4,,Not Yet
RSP004149,ALM02845,EVT00143,Not Responded,2025-05-15,4,,No
RSP004150,ALM01196,EVT00073,Declined,2024-12-26,3,,Yes
RSP004151,ALM03479,EVT00130,Declined,2024-12-02,1,,Yes
RSP004152,ALM01781,EVT00006,Confirmed,2024-10-03,3,,Yes
RSP004153,ALM00729,EVT00032,Confirmed,2024-09-20,0,,Yes
RSP004154,ALM01655,EVT00140,Declined,2024-02-07,2,,Yes
RSP004155,ALM03215,EVT00144,Declined,2025-02-18,2,,Yes
RSP004156,ALM00668,EVT00047,Confirmed,2024-08-07,2,,No
RSP004157,ALM00638,EVT00033,Tentative,2024-03-26,0,,Yes
RSP004158,ALM03194,EVT00010,Confirmed,2025-11-19,2,,Not Yet
RSP004159,ALM01868,EVT00022,Confirmed,2026-01-12,3,Wheelchair Access,Yes
RSP004160,ALM02046,EVT00097,Tentative,2024-08-06,1,Vegetarian,Yes
RSP004161,ALM00315,EVT00092,Confirmed,2024-11-28,0,,No
RSP004162,ALM00276,EVT00087,Declined,2025-04-18,3,,Yes
RSP004163,ALM01336,EVT00093,Confirmed,2025-07-13,0,,Yes
RSP004164,ALM00911,EVT00138,Confirmed,2023-12-07,0,Vegetarian,No
RSP004165,ALM00363,EVT00046,Confirmed,2025-04-01,3,Vegan,Not Yet
RSP004166,ALM01471,EVT00051,Tentative,2024-12-01,2,,Yes
RSP004167,ALM00944,EVT00096,Tentative,2024-08-09,4,,No
RSP004168,ALM02787,EVT00071,Not Responded,2026-02-02,4,Gluten-Free,Yes
RSP004169,ALM01757,EVT00014,Not Responded,2025-04-26,3,,Yes
RSP004170,ALM01375,EVT00035,Declined,2025-06-05,4,,No
RSP004171,ALM03314,EVT00064,Confirmed,2025-07-20,0,Vegetarian,Yes
RSP004172,ALM02453,EVT00118,Confirmed,2025-09-14,3,,Yes
RSP004173,ALM00859,EVT00069,Confirmed,2024-02-05,3,Vegetarian,Yes
RSP004174,ALM01360,EVT00084,Tentative,2025-06-26,4,,No
RSP004175,ALM03479,EVT00027,Declined,2025-02-13,4,,Not Yet
RSP004176,ALM01889,EVT00109,Confirmed,2024-02-15,2,,Yes
RSP004177,ALM02656,EVT00124,Confirmed,2024-05-21,2,,Yes
RSP004178,ALM02480,EVT00006,Confirmed,2024-08-12,3,,Yes
RSP004179,ALM01821,EVT00049,Confirmed,2024-06-12,1,,Not Yet
RSP004180,ALM02692,EVT00049,Not Responded,2024-06-02,4,,Yes
RSP004181,ALM01313,EVT00142,Tentative,2026-03-06,1,,Yes
RSP004182,ALM00203,EVT00053,Confirmed,2024-04-09,4,Vegetarian,No
RSP004183,ALM02575,EVT00135,Not Responded,2024-05-02,0,,No
RSP004184,ALM00673,EVT00126,Not Responded,2025-03-28,3,,Yes
RSP004185,ALM03164,EVT00063,Confirmed,2024-04-29,2,,Yes
RSP004186,ALM01079,EVT00007,Confirmed,2024-09-27,2,,Not Yet
RSP004187,ALM01199,EVT00071,Not Responded,2026-02-05,3,,Yes
RSP004188,ALM02895,EVT00102,Confirmed,2024-11-17,2,,Yes
RSP004189,ALM00555,EVT00122,Confirmed,2024-04-10,3,,Yes
RSP004190,ALM01740,EVT00064,Not Responded,2025-06-13,2,,Yes
RSP004191,ALM00040,EVT00045,Not Responded,2025-12-05,1,,Yes
RSP004192,ALM00122,EVT00057,Declined,2026-02-26,4,,No
RSP004193,ALM01173,EVT00077,Tentative,2025-07-31,1,,Yes
RSP004194,ALM02899,EVT00096,Confirmed,2024-08-07,0,,No
RSP004195,ALM03218,EVT00148,Confirmed,2024-05-14,2,,Yes
RSP004196,ALM02165,EVT00133,Not Responded,2023-12-13,4,,Yes
RSP004197,ALM00712,EVT00086,Confirmed,2023-12-01,0,,Not Yet
RSP004198,ALM01650,EVT00110,Declined,2024-08-30,0,Wheelchair Access,Not Yet
RSP004199,ALM00932,EVT00077,Not Responded,2025-07-26,2,,Yes
RSP004200,ALM00582,EVT00110,Not Responded,2024-07-20,3,,No
RSP004201,ALM02289,EVT00057,Confirmed,2026-02-18,0,,Yes
RSP004202,ALM00232,EVT00117,Declined,2024-11-25,0,,Yes
RSP004203,ALM02688,EVT00102,Not Responded,2024-12-27,0,Wheelchair Access,Yes
RSP004204,ALM02449,EVT00134,Tentative,2025-11-18,2,Vegan,Yes
RSP004205,ALM00580,EVT00132,Declined,2023-11-04,4,,Yes
RSP004206,ALM01642,EVT00072,Not Responded,2023-12-23,2,,Yes
RSP004207,ALM00044,EVT00069,Declined,2024-03-29,0,Wheelchair Access,Yes
RSP004208,ALM02762,EVT00071,Declined,2026-01-31,2,,Not Yet
RSP004209,ALM02009,EVT00060,Declined,2023-12-25,1,,Yes
RSP004210,ALM01688,EVT00103,Confirmed,2025-12-14,4,,Yes
RSP004211,ALM00676,EVT00141,Confirmed,2024-04-16,4,,Yes
RSP004212,ALM03127,EVT00101,Declined,2025-03-18,3,,Yes
RSP004213,ALM00797,EVT00090,Tentative,2024-09-22,3,,Not Yet
RSP004214,ALM00866,EVT00122,Not Responded,2024-03-27,1,,Not Yet
RSP004215,ALM02190,EVT00057,Confirmed,2026-01-19,4,,Yes
RSP004216,ALM02878,EVT00044,Tentative,2025-04-10,2,Wheelchair Access,Yes
RSP004217,ALM02349,EVT00075,Tentative,2025-04-29,0,,No
RSP004218,ALM02783,EVT00062,Not Responded,2025-08-12,2,Wheelchair Access,No
RSP004219,ALM00007,EVT00066,Declined,2025-07-21,1,,Not Yet
RSP004220,ALM02647,EVT00085,Not Responded,2025-08-10,1,,Yes
RSP004221,ALM01098,EVT00148,Tentative,2024-05-29,1,,Not Yet
RSP004222,ALM02458,EVT00117,Declined,2024-11-04,4,,Yes
RSP004223,ALM00025,EVT00091,Confirmed,2025-04-26,3,Wheelchair Access,Yes
RSP004224,ALM01793,EVT00084,Not Responded,2025-07-05,2,,Yes
RSP004225,ALM02707,EVT00015,Confirmed,2024-07-06,2,,Yes
RSP004226,ALM00232,EVT00049,Not Responded,2024-05-01,3,,No
RSP004227,ALM01109,EVT00082,Confirmed,2025-09-04,3,,Yes
RSP004228,ALM01681,EVT00080,Tentative,2025-08-11,3,,Yes
