EngagementID,AlumniID,EventsAttended,DonationCount,TotalAmountDonated,MentorshipsActive,VolunteerHours,ProfileCompleteness,EmailEngagementRate,LastActivityDate,EngagementScore,EngagementTier,AssignedTo,LastReviewDate
ENG001635,ALM01635,5,0,0,0,0,95,0.73,2025-05-09,5,Low,Staff_13,2025-08-14
ENG001636,ALM01636,3,0,0,0,0,43,0.356,2025-06-12,2,Low,Staff_19,2025-09-11
ENG001637,ALM01637,5,1,250000,1,81,92,0.974,2025-09-13,10,Medium,Staff_16,2025-10-02
ENG001638,ALM01638,1,0,0,0,0,48,0.268,2025-06-17,1,Low,Staff_13,2025-09-19
ENG001639,ALM01639,1,2,332,0,0,96,0.378,2025-10-19,3,Low,Staff_13,2025-10-03
ENG001640,ALM01640,2,1,442,1,79,53,0.473,2025-10-23,4,Low,Staff_07,2025-08-31
ENG001641,ALM01641,1,0,0,0,0,32,0.764,2025-06-02,1,Low,Staff_09,2025-09-17
ENG001642,ALM01642,4,1,286,0,0,86,0.299,2025-08-06,5,Low,Staff_18,2025-08-27
ENG001643,ALM01643,3,0,0,1,39,80,0.681,2025-07-24,5,Low,Staff_10,2025-10-09
ENG001644,ALM01644,2,0,0,0,0,35,0.194,2025-06-15,2,Low,Staff_06,2025-10-14
ENG001645,ALM01645,5,1,417,1,78,35,0.583,2025-10-18,4,Low,Staff_01,2025-09-05
ENG001646,ALM01646,1,1,25000,0,0,39,0.969,2025-08-31,5,Low,Staff_12,2025-10-20
ENG001647,ALM01647,2,0,0,0,0,73,0.588,2025-10-03,3,Low,Staff_18,2025-08-05
ENG001648,ALM01648,1,3,711,1,60,73,0.699,2025-05-23,3,Low,Staff_06,2025-08-21
ENG001649,ALM01649,3,1,100000,1,61,97,0.183,2025-07-05,9,Medium,Staff_18,2025-08-14
ENG001650,ALM01650,4,0,0,0,0,92,0.404,2025-08-12,5,Low,Staff_17,2025-08-14
ENG001651,ALM01651,1,2,250090,0,0,39,0.543,2025-10-09,5,Low,Staff_16,2025-09-12
ENG001652,ALM01652,3,1,56,0,0,60,0.055,2025-09-20,3,Low,Staff_11,2025-08-13
ENG001653,ALM01653,1,0,0,0,0,84,0.296,2025-09-15,3,Low,Staff_11,2025-10-18
ENG001654,ALM01654,3,0,0,1,71,34,0.268,2025-06-07,3,Low,Staff_01,2025-10-30
ENG001655,ALM01655,5,1,77,0,0,75,0.765,2025-10-04,5,Low,Staff_14,2025-08-28
ENG001656,ALM01656,1,0,0,1,64,83,0.431,2025-05-08,4,Low,Staff_02,2025-08-09
ENG001657,ALM01657,3,0,0,0,0,46,0.892,2025-09-11,2,Low,Staff_17,2025-08-06
ENG001658,ALM01658,2,0,0,0,0,35,0.085,2025-10-31,2,Low,Staff_07,2025-08-09
ENG001659,ALM01659,2,0,0,0,0,78,0.547,2025-09-04,4,Low,Staff_17,2025-08-08
ENG001660,ALM01660,2,1,329,0,0,40,0.466,2025-10-16,2,Low,Staff_08,2025-10-18
ENG001661,ALM01661,0,0,0,0,0,67,0.376,2025-05-20,2,Low,Staff_06,2025-08-25
ENG001662,ALM01662,1,0,0,0,0,68,0.957,2025-06-24,2,Low,Staff_09,2025-09-08
ENG001663,ALM01663,1,0,0,0,0,98,0.243,2025-10-08,3,Low,Staff_18,2025-09-17
ENG001664,ALM01664,3,0,0,0,0,65,0.963,2025-07-03,3,Low,Staff_18,2025-09-16
ENG001665,ALM01665,3,0,0,0,0,56,0.088,2025-10-14,3,Low,Staff_06,2025-10-31
ENG001666,ALM01666,4,1,152,1,11,49,0.332,2025-06-29,4,Low,Staff_16,2025-08-31
ENG001667,ALM01667,4,0,0,0,0,81,0.093,2025-06-16,5,Low,Staff_08,2025-10-15
ENG001668,ALM01668,4,1,375,0,0,93,0.136,2025-08-16,5,Low,Staff_02,2025-10-27
ENG001669,ALM01669,1,0,0,0,0,31,0.897,2025-06-28,1,Low,Staff_04,2025-08-18
ENG001670,ALM01670,1,1,25000,0,0,92,0.066,2025-05-06,7,Low,Staff_01,2025-10-11
ENG001671,ALM01671,3,2,10461,0,0,47,0.193,2025-09-23,6,Low,Staff_08,2025-08-25
ENG001672,ALM01672,1,1,331,0,0,60,0.887,2025-08-15,2,Low,Staff_04,2025-09-25
ENG001673,ALM01673,3,0,0,0,0,75,0.197,2025-06-23,4,Low,Staff_18,2025-09-04
ENG001674,ALM01674,1,2,250131,0,0,37,0.753,2025-09-29,5,Low,Staff_19,2025-09-29
ENG001675,ALM01675,1,0,0,0,0,41,0.084,2025-06-10,1,Low,Staff_15,2025-08-05
ENG001676,ALM01676,2,0,0,0,0,83,0.411,2025-06-01,4,Low,Staff_02,2025-09-19
ENG001677,ALM01677,3,0,0,0,0,60,0.088,2025-08-03,3,Low,Staff_19,2025-09-06
ENG001678,ALM01678,2,0,0,0,0,51,0.012,2025-07-19,3,Low,Staff_19,2025-08-15
ENG001679,ALM01679,2,1,297,0,0,67,0.749,2025-09-24,3,Low,Staff_10,2025-08-21
ENG001680,ALM01680,1,1,250000,0,0,41,0.401,2025-08-28,5,Low,Staff_13,2025-08-27
ENG001681,ALM01681,4,2,10473,0,0,87,0.979,2025-07-06,9,Medium,Staff_04,2025-10-09
ENG001682,ALM01682,1,0,0,0,0,95,0.806,2025-08-13,3,Low,Staff_05,2025-10-19
ENG001683,ALM01683,4,1,50000,0,0,49,0.67,2025-10-19,7,Low,Staff_16,2025-10-20
ENG001684,ALM01684,0,1,140,0,0,66,0.322,2025-06-14,2,Low,Staff_19,2025-10-31
ENG001685,ALM01685,2,0,0,0,0,97,0.646,2025-05-06,4,Low,Staff_16,2025-09-06
ENG001686,ALM01686,3,0,0,0,0,36,0.383,2025-06-05,2,Low,Staff_06,2025-10-10
ENG001687,ALM01687,2,1,250000,0,0,75,0.426,2025-08-12,8,Medium,Staff_13,2025-09-12
ENG001688,ALM01688,3,1,50000,0,0,97,0.973,2025-05-15,8,Medium,Staff_05,2025-10-29
ENG001689,ALM01689,1,2,474,0,0,94,0.842,2025-08-24,3,Low,Staff_06,2025-09-22
ENG001690,ALM01690,3,0,0,0,0,34,0.21,2025-08-27,2,Low,Staff_08,2025-09-01
ENG001691,ALM01691,2,0,0,0,0,96,0.382,2025-08-30,4,Low,Staff_08,2025-10-17
ENG001692,ALM01692,1,0,0,0,0,97,0.691,2025-09-09,3,Low,Staff_05,2025-09-14
ENG001693,ALM01693,4,1,335,0,0,57,0.216,2025-06-04,4,Low,Staff_12,2025-10-20
ENG001694,ALM01694,5,1,447,1,3,84,0.363,2025-10-23,6,Low,Staff_16,2025-10-26
ENG001695,ALM01695,3,2,10256,0,0,89,0.814,2025-06-17,8,Medium,Staff_03,2025-10-04
ENG001696,ALM01696,5,0,0,0,0,44,0.568,2025-08-09,3,Low,Staff_09,2025-09-05
ENG001697,ALM01697,5,0,0,0,0,39,0.94,2025-07-10,3,Low,Staff_19,2025-09-12
ENG001698,ALM01698,2,1,63,0,0,50,0.892,2025-05-10,3,Low,Staff_11,2025-09-18
ENG001699,ALM01699,2,0,0,0,0,47,0.924,2025-08-04,2,Low,Staff_09,2025-08-31
ENG001700,ALM01700,3,0,0,1,2,65,0.807,2025-08-19,4,Low,Staff_07,2025-10-28
ENG001701,ALM01701,4,2,896,1,7,52,0.627,2025-05-18,5,Low,Staff_13,2025-09-27
ENG001702,ALM01702,1,0,0,0,0,96,0.937,2025-08-09,3,Low,Staff_11,2025-09-24
ENG001703,ALM01703,3,1,97,2,64,74,0.005,2025-06-23,5,Low,Staff_16,2025-09-26
ENG001704,ALM01704,1,0,0,0,0,72,0.624,2025-09-25,2,Low,Staff_19,2025-08-13
ENG001705,ALM01705,0,1,159,0,0,37,0.128,2025-06-18,1,Low,Staff_05,2025-10-29
ENG001706,ALM01706,4,0,0,0,0,54,0.637,2025-06-06,4,Low,Staff_19,2025-10-20
ENG001707,ALM01707,5,0,0,0,0,97,0.972,2025-05-28,5,Low,Staff_03,2025-11-01
ENG001708,ALM01708,3,0,0,0,0,50,0.278,2025-10-25,3,Low,Staff_12,2025-09-30
ENG001709,ALM01709,4,1,25000,0,0,30,0.344,2025-10-22,7,Low,Staff_11,2025-10-21
ENG001710,ALM01710,2,1,283,0,0,68,0.721,2025-06-30,3,Low,Staff_02,2025-09-10
ENG001711,ALM01711,1,2,668,0,0,81,0.661,2025-05-24,3,Low,Staff_20,2025-08-12
ENG001712,ALM01712,1,0,0,0,0,64,0.233,2025-07-11,2,Low,Staff_12,2025-09-15
ENG001713,ALM01713,7,1,499,0,0,51,0.724,2025-10-13,5,Low,Staff_14,2025-09-10
ENG001714,ALM01714,2,1,234,0,0,59,0.417,2025-09-04,3,Low,Staff_12,2025-08-28
ENG001715,ALM01715,2,1,25000,0,0,42,0.791,2025-10-02,6,Low,Staff_08,2025-08-15
ENG001716,ALM01716,1,1,25000,0,0,50,0.64,2025-07-16,6,Low,Staff_14,2025-08-25
ENG001717,ALM01717,3,0,0,0,0,62,0.462,2025-07-06,3,Low,Staff_20,2025-08-09
ENG001718,ALM01718,1,1,250000,0,0,65,0.784,2025-11-01,6,Low,Staff_09,2025-09-27
ENG001719,ALM01719,3,0,0,0,0,99,0.957,2025-06-10,4,Low,Staff_05,2025-08-25
ENG001720,ALM01720,2,0,0,0,0,61,0.649,2025-06-18,3,Low,Staff_02,2025-10-30
ENG001721,ALM01721,3,3,1050,0,0,86,0.379,2025-07-13,5,Low,Staff_04,2025-10-21
ENG001722,ALM01722,1,0,0,2,1,39,0.539,2025-10-08,3,Low,Staff_18,2025-09-30
ENG001723,ALM01723,1,0,0,0,0,74,0.952,2025-08-21,2,Low,Staff_09,2025-08-08
ENG001724,ALM01724,2,1,171,0,0,30,0.276,2025-09-25,2,Low,Staff_02,2025-10-28
ENG001725,ALM01725,1,1,364,1,43,95,0.05,2025-09-02,4,Low,Staff_08,2025-09-30
ENG001726,ALM01726,2,0,0,0,0,73,0.591,2025-10-22,3,Low,Staff_05,2025-10-12
ENG001727,ALM01727,2,0,0,0,0,55,0.204,2025-07-28,3,Low,Staff_05,2025-08-19
ENG001728,ALM01728,1,0,0,0,0,56,0.911,2025-05-08,2,Low,Staff_18,2025-10-21
ENG001729,ALM01729,4,0,0,0,0,42,0.628,2025-08-10,3,Low,Staff_12,2025-10-06
ENG001730,ALM01730,1,0,0,0,0,46,0.889,2025-08-19,1,Low,Staff_03,2025-09-23
ENG001731,ALM01731,0,1,250000,0,0,66,0.493,2025-09-10,6,Low,Staff_18,2025-08-23
ENG001732,ALM01732,2,0,0,0,0,92,0.345,2025-09-19,4,Low,Staff_14,2025-09-05
ENG001733,ALM01733,2,0,0,0,0,92,0.667,2025-06-25,4,Low,Staff_09,2025-10-31
ENG001734,ALM01734,0,0,0,0,0,58,0.777,2025-09-22,2,Low,Staff_04,2025-10-24
ENG001735,ALM01735,2,0,0,0,0,30,0.111,2025-08-02,2,Low,Staff_08,2025-09-04
ENG001736,ALM01736,1,0,0,0,0,33,0.669,2025-06-25,1,Low,Staff_12,2025-10-18
ENG001737,ALM01737,0,1,295,0,0,72,0.958,2025-05-29,2,Low,Staff_10,2025-08-22
ENG001738,ALM01738,0,1,25000,0,0,98,0.863,2025-07-23,7,Low,Staff_11,2025-10-05
ENG001739,ALM01739,2,3,25458,0,0,55,0.759,2025-08-25,7,Low,Staff_01,2025-08-16
ENG001740,ALM01740,4,2,278,0,0,86,0.724,2025-05-26,5,Low,Staff_06,2025-09-24
ENG001741,ALM01741,0,0,0,0,0,46,0.306,2025-09-16,1,Low,Staff_18,2025-10-28
ENG001742,ALM01742,2,0,0,0,0,40,0.659,2025-05-20,2,Low,Staff_11,2025-10-09
ENG001743,ALM01743,4,0,0,0,0,75,0.946,2025-07-05,5,Low,Staff_09,2025-08-22
ENG001744,ALM01744,1,0,0,0,0,64,0.372,2025-11-01,2,Low,Staff_12,2025-10-30
ENG001745,ALM01745,2,0,0,0,0,95,0.1,2025-06-18,4,Low,Staff_06,2025-08-15
ENG001746,ALM01746,3,1,82,0,0,65,0.311,2025-07-14,3,Low,Staff_12,2025-10-12
ENG001747,ALM01747,0,0,0,0,0,51,0.069,2025-07-07,2,Low,Staff_20,2025-09-12
ENG001748,ALM01748,3,0,0,0,0,55,0.75,2025-08-01,3,Low,Staff_02,2025-08-25
ENG001749,ALM01749,1,1,122,0,0,61,0.035,2025-09-07,2,Low,Staff_20,2025-10-11
ENG001750,ALM01750,1,0,0,0,0,92,0.507,2025-09-13,3,Low,Staff_18,2025-08-29
ENG001751,ALM01751,1,0,0,2,54,69,0.063,2025-08-16,4,Low,Staff_13,2025-10-14
ENG001752,ALM01752,7,1,246,0,0,62,0.755,2025-08-14,5,Low,Staff_05,2025-10-09
ENG001753,ALM01753,1,0,0,1,82,49,0.761,2025-05-24,2,Low,Staff_14,2025-08-16
ENG001754,ALM01754,1,0,0,0,0,81,0.133,2025-09-22,3,Low,Staff_02,2025-08-27
ENG001755,ALM01755,2,0,0,1,80,33,0.609,2025-07-05,3,Low,Staff_12,2025-08-25
ENG001756,ALM01756,3,0,0,0,0,46,0.258,2025-08-22,2,Low,Staff_18,2025-10-26
ENG001757,ALM01757,6,1,10000,1,51,55,0.537,2025-08-05,10,Medium,Staff_12,2025-10-24
ENG001758,ALM01758,3,1,406,0,0,48,0.76,2025-06-23,2,Low,Staff_16,2025-09-06
ENG001759,ALM01759,2,1,366,0,0,50,0.455,2025-07-25,3,Low,Staff_04,2025-10-30
ENG001760,ALM01760,2,1,231,1,59,82,0.848,2025-10-03,5,Low,Staff_16,2025-09-02
ENG001761,ALM01761,1,0,0,0,0,84,0.553,2025-06-19,3,Low,Staff_02,2025-08-17
ENG001762,ALM01762,3,0,0,0,0,71,0.38,2025-08-25,3,Low,Staff_11,2025-09-21
ENG001763,ALM01763,2,0,0,0,0,81,0.043,2025-05-23,4,Low,Staff_13,2025-11-01
ENG001764,ALM01764,2,0,0,1,50,72,0.67,2025-10-25,4,Low,Staff_05,2025-10-14
ENG001765,ALM01765,0,1,184,1,77,58,0.075,2025-10-20,3,Low,Staff_11,2025-10-15
ENG001766,ALM01766,5,0,0,0,0,88,0.067,2025-06-08,5,Low,Staff_15,2025-09-14
ENG001767,ALM01767,1,0,0,0,0,95,0.046,2025-08-15,3,Low,Staff_16,2025-08-08
ENG001768,ALM01768,0,2,25479,0,0,99,0.622,2025-07-24,7,Low,Staff_08,2025-08-26
ENG001769,ALM01769,1,0,0,0,0,49,0.269,2025-08-20,1,Low,Staff_17,2025-10-10
ENG001770,ALM01770,1,0,0,0,0,33,0.845,2025-08-13,1,Low,Staff_03,2025-08-31
ENG001771,ALM01771,1,3,1019,0,0,35,0.025,2025-07-03,2,Low,Staff_02,2025-10-17
ENG001772,ALM01772,4,1,100000,0,0,96,0.049,2025-05-22,9,Medium,Staff_09,2025-10-20
ENG001773,ALM01773,1,1,250000,0,0,98,0.246,2025-05-19,7,Low,Staff_02,2025-08-17
ENG001774,ALM01774,4,0,0,0,0,38,0.369,2025-06-30,3,Low,Staff_03,2025-08-12
ENG001775,ALM01775,2,0,0,0,0,35,0.733,2025-05-31,2,Low,Staff_09,2025-08-30
ENG001776,ALM01776,3,0,0,0,0,30,0.484,2025-10-13,2,Low,Staff_03,2025-10-11
ENG001777,ALM01777,2,0,0,1,69,95,0.979,2025-07-07,5,Low,Staff_20,2025-09-16
ENG001778,ALM01778,0,1,466,0,0,61,0.964,2025-10-16,2,Low,Staff_08,2025-08-15
ENG001779,ALM01779,0,0,0,0,0,69,0.515,2025-07-20,2,Low,Staff_15,2025-09-22
ENG001780,ALM01780,3,3,10355,0,0,56,0.209,2025-10-29,7,Low,Staff_18,2025-09-18
ENG001781,ALM01781,3,1,136,0,0,80,0.356,2025-07-14,4,Low,Staff_15,2025-08-11
ENG001782,ALM01782,3,0,0,0,0,35,0.393,2025-06-12,2,Low,Staff_09,2025-08-25
ENG001783,ALM01783,3,1,100000,0,0,69,0.083,2025-10-09,7,Low,Staff_17,2025-09-08
ENG001784,ALM01784,1,0,0,0,0,31,0.418,2025-09-16,1,Low,Staff_20,2025-09-03
ENG001785,ALM01785,2,0,0,0,0,75,0.668,2025-10-26,4,Low,Staff_10,2025-11-01
ENG001786,ALM01786,3,3,10718,0,0,46,0.563,2025-10-05,6,Low,Staff_10,2025-08-28
ENG001787,ALM01787,2,0,0,0,0,37,0.711,2025-10-15,2,Low,Staff_06,2025-10-19
ENG001788,ALM01788,1,0,0,0,0,83,0.231,2025-08-01,3,Low,Staff_06,2025-08-09
ENG001789,ALM01789,5,0,0,0,0,39,0.923,2025-06-19,3,Low,Staff_12,2025-09-28
ENG001790,ALM01790,2,1,10000,0,0,91,0.915,2025-08-09,8,Medium,Staff_17,2025-08-24
ENG001791,ALM01791,3,0,0,0,0,95,0.786,2025-07-10,4,Low,Staff_14,2025-10-18
ENG001792,ALM01792,0,0,0,0,0,34,0.078,2025-07-24,1,Low,Staff_05,2025-09-09
ENG001793,ALM01793,5,1,194,0,0,93,0.977,2025-10-28,5,Low,Staff_12,2025-08-16
ENG001794,ALM01794,7,2,275000,0,0,56,0.383,2025-08-20,9,Medium,Staff_19,2025-09-01
ENG001795,ALM01795,1,1,354,0,0,36,0.092,2025-05-13,1,Low,Staff_17,2025-09-01
ENG001796,ALM01796,3,0,0,0,0,79,0.929,2025-08-05,4,Low,Staff_18,2025-09-14
ENG001797,ALM01797,4,0,0,0,0,37,0.957,2025-06-17,3,Low,Staff_12,2025-09-29
ENG001798,ALM01798,2,2,10209,0,0,96,0.486,2025-07-23,8,Medium,Staff_12,2025-10-09
ENG001799,ALM01799,4,0,0,0,0,86,0.346,2025-06-30,5,Low,Staff_03,2025-09-09
ENG001800,ALM01800,2,0,0,0,0,93,0.901,2025-05-22,4,Low,Staff_13,2025-08-04
ENG001801,ALM01801,5,1,227,0,0,38,0.006,2025-06-18,3,Low,Staff_19,2025-10-01
ENG001802,ALM01802,0,1,250000,1,62,87,0.606,2025-07-08,8,Medium,Staff_13,2025-08-25
ENG001803,ALM01803,2,1,443,1,50,30,0.042,2025-06-27,3,Low,Staff_06,2025-08-14
ENG001804,ALM01804,2,0,0,0,0,46,0.271,2025-06-24,2,Low,Staff_05,2025-08-27
ENG001805,ALM01805,4,0,0,0,0,83,0.701,2025-07-15,5,Low,Staff_10,2025-10-13
ENG001806,ALM01806,1,2,291,0,0,36,0.344,2025-07-04,1,Low,Staff_08,2025-10-08
ENG001807,ALM01807,0,0,0,0,0,35,0.146,2025-10-13,1,Low,Staff_12,2025-09-23
ENG001808,ALM01808,2,1,126,0,0,50,0.395,2025-07-24,3,Low,Staff_03,2025-10-25
ENG001809,ALM01809,2,1,50000,0,0,41,0.504,2025-09-21,6,Low,Staff_05,2025-08-17
ENG001810,ALM01810,3,1,486,0,0,94,0.76,2025-08-15,4,Low,Staff_20,2025-10-29
ENG001811,ALM01811,3,2,778,0,0,38,0.582,2025-07-22,2,Low,Staff_18,2025-10-01
ENG001812,ALM01812,2,0,0,0,0,80,0.767,2025-09-03,4,Low,Staff_11,2025-08-19
ENG001813,ALM01813,5,1,359,0,0,86,0.674,2025-10-20,5,Low,Staff_07,2025-08-07
ENG001814,ALM01814,1,0,0,0,0,96,0.384,2025-06-18,3,Low,Staff_05,2025-10-23
ENG001815,ALM01815,2,0,0,0,0,53,0.752,2025-08-28,3,Low,Staff_11,2025-10-06
ENG001816,ALM01816,6,0,0,0,0,70,0.778,2025-05-06,5,Low,Staff_07,2025-08-28
ENG001817,ALM01817,2,2,75000,0,0,45,0.839,2025-05-06,6,Low,Staff_16,2025-09-21
ENG001818,ALM01818,2,0,0,1,38,54,0.897,2025-08-30,4,Low,Staff_02,2025-10-06
ENG001819,ALM01819,1,0,0,0,0,82,0.409,2025-05-21,3,Low,Staff_01,2025-09-26
ENG001820,ALM01820,2,0,0,0,0,30,0.196,2025-05-30,2,Low,Staff_05,2025-10-21
ENG001821,ALM01821,4,0,0,0,0,88,0.553,2025-05-25,5,Low,Staff_19,2025-09-30
ENG001822,ALM01822,5,0,0,0,0,40,0.074,2025-09-17,3,Low,Staff_13,2025-08-12
ENG001823,ALM01823,3,0,0,1,2,39,0.858,2025-09-21,3,Low,Staff_17,2025-09-22
ENG001824,ALM01824,2,0,0,0,0,38,0.593,2025-07-25,2,Low,Staff_16,2025-09-25
ENG001825,ALM01825,1,1,351,0,0,50,0.841,2025-05-24,2,Low,Staff_10,2025-08-18
ENG001826,ALM01826,3,0,0,1,55,50,0.899,2025-07-07,4,Low,Staff_03,2025-10-23
ENG001827,ALM01827,2,1,200,0,0,85,0.487,2025-07-26,4,Low,Staff_04,2025-10-18
ENG001828,ALM01828,2,2,227,0,0,94,0.531,2025-07-15,4,Low,Staff_03,2025-08-29
ENG001829,ALM01829,3,0,0,0,0,41,0.344,2025-08-21,2,Low,Staff_13,2025-08-26
ENG001830,ALM01830,2,0,0,0,0,88,0.108,2025-09-12,4,Low,Staff_12,2025-09-22
ENG001831,ALM01831,6,0,0,1,18,98,0.278,2025-07-10,7,Low,Staff_11,2025-08-28
ENG001832,ALM01832,4,1,10000,0,0,72,0.254,2025-09-13,8,Medium,Staff_02,2025-10-31
ENG001833,ALM01833,1,0,0,0,0,34,0.695,2025-07-15,1,Low,Staff_13,2025-09-28
ENG001834,ALM01834,1,0,0,0,0,40,0.158,2025-05-14,1,Low,Staff_04,2025-08-09
ENG001835,ALM01835,1,1,426,0,0,76,0.326,2025-07-25,3,Low,Staff_11,2025-10-27
ENG001836,ALM01836,2,2,529,0,0,42,0.546,2025-09-07,2,Low,Staff_18,2025-09-23
ENG001837,ALM01837,2,1,499,0,0,85,0.879,2025-06-14,4,Low,Staff_02,2025-09-25
ENG001838,ALM01838,1,0,0,0,0,49,0.163,2025-09-19,1,Low,Staff_09,2025-09-04
ENG001839,ALM01839,3,1,346,0,0,85,0.849,2025-05-06,4,Low,Staff_08,2025-10-25
ENG001840,ALM01840,3,0,0,0,0,65,0.07,2025-08-04,3,Low,Staff_01,2025-08-12
ENG001841,ALM01841,2,1,25000,0,0,70,0.51,2025-08-26,7,Low,Staff_16,2025-08-20
ENG001842,ALM01842,2,0,0,0,0,44,0.249,2025-06-25,2,Low,Staff_19,2025-09-29
ENG001843,ALM01843,3,1,250000,0,0,59,0.563,2025-07-20,7,Low,Staff_18,2025-08-26
ENG001844,ALM01844,2,0,0,1,71,91,0.519,2025-07-02,5,Low,Staff_05,2025-09-05
ENG001845,ALM01845,1,1,250000,1,53,89,0.046,2025-07-07,8,Medium,Staff_06,2025-10-27
ENG001846,ALM01846,1,0,0,0,0,72,0.003,2025-07-25,2,Low,Staff_14,2025-10-01
ENG001847,ALM01847,3,1,50000,0,0,40,0.962,2025-07-01,6,Low,Staff_07,2025-10-12
ENG001848,ALM01848,3,0,0,0,0,83,0.789,2025-08-06,4,Low,Staff_06,2025-08-26
ENG001849,ALM01849,3,1,250000,0,0,47,0.974,2025-06-25,6,Low,Staff_02,2025-08-29
ENG001850,ALM01850,5,0,0,0,0,59,0.484,2025-05-30,4,Low,Staff_12,2025-08-22
ENG001851,ALM01851,3,0,0,0,0,61,0.254,2025-09-29,3,Low,Staff_03,2025-10-09
ENG001852,ALM01852,1,1,100000,0,0,89,0.142,2025-06-14,7,Low,Staff_03,2025-10-11
ENG001853,ALM01853,2,0,0,0,0,40,0.887,2025-06-13,2,Low,Staff_06,2025-10-27
ENG001854,ALM01854,4,0,0,1,32,96,0.696,2025-09-15,6,Low,Staff_17,2025-09-13
ENG001855,ALM01855,1,0,0,0,0,43,0.3,2025-07-22,1,Low,Staff_17,2025-09-04
ENG001856,ALM01856,4,2,100306,1,63,74,0.931,2025-08-17,9,Medium,Staff_13,2025-10-14
ENG001857,ALM01857,3,2,251,0,0,81,0.625,2025-08-27,4,Low,Staff_07,2025-09-11
ENG001858,ALM01858,0,0,0,1,51,80,0.91,2025-08-08,4,Low,Staff_01,2025-08-29
ENG001859,ALM01859,4,2,641,0,0,77,0.777,2025-05-07,5,Low,Staff_08,2025-10-29
ENG001860,ALM01860,6,0,0,0,0,33,0.748,2025-08-05,4,Low,Staff_19,2025-08-16
ENG001861,ALM01861,1,0,0,0,0,56,0.136,2025-05-11,2,Low,Staff_19,2025-09-18
ENG001862,ALM01862,4,1,153,1,77,69,0.962,2025-07-22,5,Low,Staff_01,2025-10-11
ENG001863,ALM01863,2,1,57,1,46,38,0.272,2025-06-22,3,Low,Staff_02,2025-09-24
ENG001864,ALM01864,1,1,190,1,77,42,0.281,2025-10-06,2,Low,Staff_08,2025-08-25
ENG001865,ALM01865,4,1,121,0,0,70,0.494,2025-05-28,4,Low,Staff_05,2025-08-22
ENG001866,ALM01866,1,3,10193,0,0,50,0.808,2025-05-29,6,Low,Staff_03,2025-08-30
ENG001867,ALM01867,3,0,0,0,0,64,0.725,2025-08-18,3,Low,Staff_10,2025-10-18
ENG001868,ALM01868,2,0,0,0,0,68,0.105,2025-06-02,3,Low,Staff_14,2025-10-24
ENG001869,ALM01869,1,1,250000,0,0,58,0.362,2025-07-19,6,Low,Staff_09,2025-10-11
ENG001870,ALM01870,4,1,403,0,0,41,0.093,2025-10-30,3,Low,Staff_06,2025-08-24
ENG001871,ALM01871,1,0,0,0,0,77,0.841,2025-06-09,3,Low,Staff_20,2025-08-09
ENG001872,ALM01872,3,0,0,0,0,51,0.036,2025-07-13,3,Low,Staff_15,2025-08-13
ENG001873,ALM01873,4,0,0,0,0,38,0.646,2025-08-17,3,Low,Staff_12,2025-10-08
ENG001874,ALM01874,0,0,0,0,0,45,0.594,2025-10-09,1,Low,Staff_11,2025-09-07
ENG001875,ALM01875,5,0,0,0,0,72,0.207,2025-05-22,4,Low,Staff_13,2025-09-11
ENG001876,ALM01876,1,0,0,0,0,80,0.528,2025-09-25,3,Low,Staff_06,2025-09-30
ENG001877,ALM01877,4,1,96,0,0,33,0.166,2025-09-27,3,Low,Staff_08,2025-10-20
ENG001878,ALM01878,3,3,355,0,0,89,0.246,2025-07-05,4,Low,Staff_07,2025-08-12
ENG001879,ALM01879,2,0,0,0,0,48,0.872,2025-08-17,2,Low,Staff_18,2025-09-23
ENG001880,ALM01880,4,0,0,0,0,36,0.764,2025-07-22,3,Low,Staff_05,2025-08-04
ENG001881,ALM01881,2,1,467,0,0,69,0.512,2025-08-06,3,Low,Staff_05,2025-10-22
ENG001882,ALM01882,0,0,0,0,0,81,0.8,2025-06-20,3,Low,Staff_05,2025-09-25
ENG001883,ALM01883,2,1,100000,0,0,58,0.758,2025-08-23,7,Low,Staff_10,2025-08-07
ENG001884,ALM01884,1,0,0,0,0,81,0.8,2025-09-16,3,Low,Staff_19,2025-08-27
ENG001885,ALM01885,2,0,0,0,0,46,0.089,2025-10-14,2,Low,Staff_01,2025-08-17
ENG001886,ALM01886,4,0,0,0,0,98,0.196,2025-08-24,5,Low,Staff_10,2025-10-15
ENG001887,ALM01887,5,0,0,0,0,52,0.613,2025-05-22,4,Low,Staff_11,2025-08-11
ENG001888,ALM01888,3,1,204,0,0,79,0.083,2025-05-26,4,Low,Staff_09,2025-09-23
ENG001889,ALM01889,2,2,100476,0,0,30,0.162,2025-09-05,6,Low,Staff_06,2025-08-05
ENG001890,ALM01890,3,1,100000,0,0,46,0.839,2025-09-15,6,Low,Staff_07,2025-09-04
ENG001891,ALM01891,4,0,0,0,0,74,0.967,2025-10-16,4,Low,Staff_12,2025-08-12
ENG001892,ALM01892,3,2,50452,0,0,34,0.67,2025-05-22,6,Low,Staff_20,2025-08-30
ENG001893,ALM01893,3,0,0,0,0,44,0.699,2025-07-09,2,Low,Staff_03,2025-09-26
ENG001894,ALM01894,0,0,0,0,0,52,0.852,2025-08-10,2,Low,Staff_06,2025-08-15
